x-axis,1
second,Volt
-2.500000E-03,-3.798743829E+00
-2.497500E-03,-3.909715354E+00
-2.495000E-03,-3.597738802E+00
-2.492500E-03,-3.195728749E+00
-2.490000E-03,-3.195728749E+00
-2.487500E-03,-2.994723722E+00
-2.485000E-03,-2.793718696E+00
-2.482500E-03,-2.793718696E+00
-2.480000E-03,-2.592713669E+00
-2.477500E-03,-2.397990049E+00
-2.475000E-03,-2.287018524E+00
-2.472500E-03,-2.377052026E+00
-2.470000E-03,-2.065075474E+00
-2.467500E-03,-1.989698589E+00
-2.465000E-03,-1.788693562E+00
-2.462500E-03,-1.587688535E+00
-2.460000E-03,-1.587688535E+00
-2.457500E-03,-1.510217848E+00
-2.455000E-03,-1.198241296E+00
-2.452500E-03,-1.284087193E+00
-2.450000E-03,-1.185678482E+00
-2.447500E-03,-984.673455E-03
-2.445000E-03,-812.981662E-03
-2.442500E-03,-844.388697E-03
-2.440000E-03,-783.668429E-03
-2.437500E-03,-622.445647E-03
-2.435000E-03,-582.663402E-03
-2.432500E-03,-381.658375E-03
-2.430000E-03,-381.658375E-03
-2.427500E-03,-180.653349E-03
-2.425000E-03,-92.713649E-03
-2.422500E-03,-2.680148E-03
-2.420000E-03,+20.351678E-03
-2.417500E-03,+20.351678E-03
-2.415000E-03,+20.351678E-03
-2.412500E-03,+221.356705E-03
-2.410000E-03,+221.356705E-03
-2.407500E-03,+221.356705E-03
-2.405000E-03,+422.361732E-03
-2.402500E-03,+422.361732E-03
-2.400000E-03,+422.361732E-03
-2.397500E-03,+623.366758E-03
-2.395000E-03,+623.366758E-03
-2.392500E-03,+623.366758E-03
-2.390000E-03,+681.993224E-03
-2.387500E-03,+623.366758E-03
-2.385000E-03,+1.025376812E+00
-2.382500E-03,+824.371785E-03
-2.380000E-03,+924.874298E-03
-2.377500E-03,+834.840797E-03
-2.375000E-03,+1.025376812E+00
-2.372500E-03,+1.025376812E+00
-2.370000E-03,+1.025376812E+00
-2.367500E-03,+1.025376812E+00
-2.365000E-03,+1.063065254E+00
-2.362500E-03,+1.025376812E+00
-2.360000E-03,+1.025376812E+00
-2.357500E-03,+1.025376812E+00
-2.355000E-03,+828.559390E-03
-2.352500E-03,+1.025376812E+00
-2.350000E-03,+1.025376812E+00
-2.347500E-03,+889.279658E-03
-2.345000E-03,+870.435437E-03
-2.342500E-03,+824.371785E-03
-2.340000E-03,+824.371785E-03
-2.337500E-03,+824.371785E-03
-2.335000E-03,+824.371785E-03
-2.332500E-03,+824.371785E-03
-2.330000E-03,+824.371785E-03
-2.327500E-03,+623.366758E-03
-2.325000E-03,+824.371785E-03
-2.322500E-03,+623.366758E-03
-2.320000E-03,+623.366758E-03
-2.317500E-03,+623.366758E-03
-2.315000E-03,+623.366758E-03
-2.312500E-03,+623.366758E-03
-2.310000E-03,+623.366758E-03
-2.307500E-03,+524.958047E-03
-2.305000E-03,+610.803944E-03
-2.302500E-03,+623.366758E-03
-2.300000E-03,+254.857543E-03
-2.297500E-03,+422.361732E-03
-2.295000E-03,+422.361732E-03
-2.292500E-03,+422.361732E-03
-2.290000E-03,+346.984847E-03
-2.287500E-03,+236.013321E-03
-2.285000E-03,+422.361732E-03
-2.282500E-03,+416.080324E-03
-2.280000E-03,+221.356705E-03
-2.277500E-03,+221.356705E-03
-2.275000E-03,+284.170776E-03
-2.272500E-03,+269.514159E-03
-2.270000E-03,+221.356705E-03
-2.267500E-03,+353.266254E-03
-2.265000E-03,+200.418681E-03
-2.262500E-03,+332.328230E-03
-2.260000E-03,+20.351678E-03
-2.257500E-03,+221.356705E-03
-2.255000E-03,+41.289702E-03
-2.252500E-03,+221.356705E-03
-2.250000E-03,+221.356705E-03
-2.247500E-03,+68.509132E-03
-2.245000E-03,+158.542634E-03
-2.242500E-03,+20.351678E-03
-2.240000E-03,+221.356705E-03
-2.237500E-03,+215.075298E-03
-2.235000E-03,+116.666587E-03
-2.232500E-03,-165.996732E-03
-2.230000E-03,+20.351678E-03
-2.227500E-03,+20.351678E-03
-2.225000E-03,+20.351678E-03
-2.222500E-03,+20.351678E-03
-2.220000E-03,+20.351678E-03
-2.217500E-03,+20.351678E-03
-2.215000E-03,+20.351678E-03
-2.212500E-03,-78.057033E-03
-2.210000E-03,+20.351678E-03
-2.207500E-03,+20.351678E-03
-2.205000E-03,-8.961555E-03
-2.202500E-03,-119.933080E-03
-2.200000E-03,+20.351678E-03
-2.197500E-03,+20.351678E-03
-2.195000E-03,-109.464068E-03
-2.192500E-03,-180.653349E-03
-2.190000E-03,-88.526045E-03
-2.187500E-03,-178.559546E-03
-2.185000E-03,-92.713649E-03
-2.182500E-03,-180.653349E-03
-2.180000E-03,-113.651673E-03
-2.177500E-03,+20.351678E-03
-2.175000E-03,-180.653349E-03
-2.172500E-03,-180.653349E-03
-2.170000E-03,-180.653349E-03
-2.167500E-03,-180.653349E-03
-2.165000E-03,-176.465744E-03
-2.162500E-03,-180.653349E-03
-2.160000E-03,-180.653349E-03
-2.157500E-03,-52.931405E-03
-2.155000E-03,-180.653349E-03
-2.152500E-03,-180.653349E-03
-2.150000E-03,-323.031909E-03
-2.147500E-03,-180.653349E-03
-2.145000E-03,-180.653349E-03
-2.142500E-03,-180.653349E-03
-2.140000E-03,-80.150835E-03
-2.137500E-03,-180.653349E-03
-2.135000E-03,-180.653349E-03
-2.132500E-03,-42.462393E-03
-2.130000E-03,-96.901254E-03
-2.127500E-03,-180.653349E-03
-2.125000E-03,-180.653349E-03
-2.122500E-03,-180.653349E-03
-2.120000E-03,-180.653349E-03
-2.117500E-03,-274.874455E-03
-2.115000E-03,-180.653349E-03
-2.112500E-03,-180.653349E-03
-2.110000E-03,-180.653349E-03
-2.107500E-03,-180.653349E-03
-2.105000E-03,-180.653349E-03
-2.102500E-03,-337.688526E-03
-2.100000E-03,-314.656700E-03
-2.097500E-03,-157.621523E-03
-2.095000E-03,-180.653349E-03
-2.092500E-03,-180.653349E-03
-2.090000E-03,-180.653349E-03
-2.087500E-03,-180.653349E-03
-2.085000E-03,-180.653349E-03
-2.082500E-03,-381.658375E-03
-2.080000E-03,-180.653349E-03
-2.077500E-03,-180.653349E-03
-2.075000E-03,-180.653349E-03
-2.072500E-03,-180.653349E-03
-2.070000E-03,-189.028558E-03
-2.067500E-03,-180.653349E-03
-2.065000E-03,-180.653349E-03
-2.062500E-03,-180.653349E-03
-2.060000E-03,-381.658375E-03
-2.057500E-03,-180.653349E-03
